liczba_izb,nr_kondygnacji,calkowita_powierzchnia,wsp_x,wsp_y,adres_miejscowosc,adres_ulica,adres_numer,bud_id,dzialka_id,dzialka_mpzp,dzialka_sposob_uzytkowania,n_udzial_str,is_market_transaction,data_dokumentu,powierzchnia_final,osiedle,ma_pomieszczenia_przynalezne,rok,rok_miesiac_float,cena_za_m2,is_pierwotny,is_uzytkowanie_wieczyste,sprzedajacy_firma,sprzedajacy_jst,sprzedajacy_osoba,is_wielorodzinny,osiedle_cat
4.0,2.0,96.8,5808348.469,6428004.047,Poznań,ul. Za Groblą,5,,,,,1/1,True,2011-01-04,89.5,Stare Miasto,1,2011,2011.0,6351.824131048863,0,0,0,1,0,0,26
2.0,1.0,41.4,5808348.469,6428004.047,Poznań,ul. Za Groblą,5,,,,,1/1,True,2011-01-07,37.0,Stare Miasto,1,2011,2011.0,7462.780243545053,0,0,0,1,0,0,26
3.0,4.0,70.1,5804454.594,6425811.947,Poznań,ul. Wiklinowa,5,,,,,1/1,True,2011-01-12,61.8,Zielony Dębiec,1,2011,2011.0,8268.842560651834,0,0,0,1,0,0,36
3.0,0.0,61.2,5804454.594,6425811.947,Poznań,ul. Wiklinowa,5,,,,,1/1,True,2011-01-12,57.1,Zielony Dębiec,1,2011,2011.0,9262.128182042636,0,0,0,1,0,0,36
2.0,3.0,58.800000000000004,5804454.594,6425811.947,Poznań,ul. Wiklinowa,5,,,,,1/1,True,2011-01-12,54.2,Zielony Dębiec,1,2011,2011.0,8487.146130523583,0,0,0,1,0,0,36
3.0,3.0,58.4,5804454.594,6425811.947,Poznań,ul. Wiklinowa,5,,,,,1/1,True,2011-01-14,53.6,Zielony Dębiec,1,2011,2011.0,8738.210918947649,0,0,0,1,0,0,36
3.0,4.0,57.8,5804454.594,6425811.947,Poznań,ul. Wiklinowa,5,,,,,1/1,True,2011-01-19,53.5,Zielony Dębiec,1,2011,2011.0,9133.810852097711,0,0,0,1,0,0,36
4.0,3.0,76.7,5804454.594,6425811.947,Poznań,ul. Wiklinowa,5,,,,,1/1,True,2011-01-14,71.2,Zielony Dębiec,1,2011,2011.0,8326.941821892084,0,0,0,1,0,0,36
3.0,3.0,58.5,5804454.594,6425811.947,Poznań,ul. Wiklinowa,5,,,,,1/1,True,2011-01-19,53.4,Zielony Dębiec,1,2011,2011.0,8722.426085834732,0,0,0,1,0,0,36
3.0,3.0,77.5,5804454.594,6425811.947,Poznań,ul. Wiklinowa,5,,,,,1/1,True,2011-01-17,71.6,Zielony Dębiec,1,2011,2011.0,8873.942485062713,0,0,0,1,0,0,36
2.0,4.0,57.23,5807627.049,6428485.501,Poznań,ul. Na Miasteczku,12,,,,,1/1,True,2011-01-10,57.23,Rataje,0,2011,2011.0,8791.000219610694,0,0,0,1,0,0,24
2.0,6.0,40.59,5807627.049,6428485.501,Poznań,ul. Na Miasteczku,12,,,,,1/1,True,2011-01-10,40.59,Rataje,0,2011,2011.0,10444.145539247824,0,0,0,1,0,0,24
2.0,8.0,44.75,5807627.049,6428485.501,Poznań,ul. Na Miasteczku,12,,,,,1/1,True,2011-01-19,44.75,Rataje,0,2011,2011.0,10632.318412962692,0,0,0,1,0,0,24
3.0,1.0,49.07,5807627.049,6428485.501,Poznań,ul. Na Miasteczku,12,,,,,1/1,True,2011-01-21,49.07,Rataje,0,2011,2011.0,9983.192720507614,0,0,0,1,0,0,24
3.0,2.0,78.3,5804454.594,6425811.947,Poznań,ul. Wiklinowa,5,,,,,1/1,True,2011-01-21,72.0,Zielony Dębiec,1,2011,2011.0,8959.615904065688,0,0,0,1,0,0,36
2.0,1.0,37.98,5806758.259,6422289.206,Poznań,ul. Smardzewska,6,,,,,1/1,True,2011-01-04,37.98,Grunwald Południe,0,2011,2011.0,11532.190411642858,0,0,0,1,0,0,3
2.0,4.0,42.2,5806748.139,6425886.471,Poznań,ul. Robocza,39,,,,,1/1,True,2011-01-14,42.2,Wilda,0,2011,2011.0,5003.6204309244085,0,0,0,1,0,0,33
3.0,1.0,54.5,5807435.144,6425330.696,Poznań,ul. Józefa Łukaszewicza,8,,,,,1/1,True,2011-01-10,54.5,Łazarz,0,2011,2011.0,5662.530503197164,0,0,0,1,0,0,38
2.0,0.0,58.57,5806890.488,6421491.838,Poznań,ul. Jeleniogórska,1/3G,,,,,1/1,True,2011-01-04,54.21,Junikowo,1,2011,2011.0,9536.088762449193,0,0,0,1,0,0,9
1.0,0.0,38.98,5806890.488,6421491.838,Poznań,ul. Jeleniogórska,1/3G,,,,,1/1,True,2011-01-10,38.98,Junikowo,0,2011,2011.0,9551.286549440976,0,0,0,1,0,0,9
3.0,1.0,56.3,5807348.486,6424797.987,Poznań,ul. Franciszka Morawskiego,2,,,,,1/1,True,2011-01-17,56.3,Łazarz,0,2011,2011.0,11049.905801752597,0,0,0,1,0,0,38
4.0,0.0,115.6,5814173.177,6428151.341,Poznań,ul. Błażeja,14A,,,,,1/1,True,2011-02-09,115.6,Naramowice,0,2011,2011.0833333333333,8472.52646111,0,0,0,1,0,0,15
3.0,1.0,57.69,5808812.925,6423700.172,Poznań,ul. Brzask,10C,,,,,1/1,True,2011-01-07,57.69,Grunwald Północ,0,2011,2011.0,10557.639109250504,0,0,0,1,0,0,4
3.0,3.0,68.53,5808812.925,6423700.172,Poznań,ul. Brzask,10D,,,,,1/1,True,2011-01-07,68.53,Grunwald Północ,0,2011,2011.0,10232.788675119718,0,0,0,1,0,0,4
3.0,3.0,57.26,5808812.925,6423700.172,Poznań,ul. Brzask,10C,,,,,1/1,True,2011-01-11,57.26,Grunwald Północ,0,2011,2011.0,10899.352151578405,0,0,0,1,0,0,4
4.0,5.0,68.5,5805529.331,6426257.98,Poznań,ul. Saperska,40B,,,,,1/1,True,2011-01-28,68.5,Wilda,0,2011,2011.0,8683.252104315874,0,0,0,1,0,0,33
4.0,2.0,67.51,5808812.925,6423700.172,Poznań,ul. Brzask,10B,,,,,1/1,True,2011-01-12,67.51,Grunwald Północ,0,2011,2011.0,10950.563537369879,0,0,0,1,0,0,4
2.0,2.0,42.17,5807646.149,6423186.295,Poznań,ul. Konfederacka,4A,,,,,1/1,True,2011-01-27,42.17,Grunwald Południe,0,2011,2011.0,10060.30672953268,0,0,0,1,0,0,3
2.0,2.0,43.24,5808812.925,6423700.172,Poznań,ul. Brzask,10,,,,,1/1,True,2011-01-13,43.24,Grunwald Północ,0,2011,2011.0,10979.505178930498,0,0,0,1,0,0,4
3.0,3.0,76.78,5808812.925,6423700.172,Poznań,ul. Brzask,10,,,,,1/1,True,2011-01-12,76.78,Grunwald Północ,0,2011,2011.0,10624.052364650272,0,0,0,1,0,0,4
4.0,2.0,78.81,5808812.925,6423700.172,Poznań,ul. Brzask,10D,,,,,1/1,True,2011-01-10,78.81,Grunwald Północ,0,2011,2011.0,10737.430490051924,0,0,0,1,0,0,4
1.0,4.0,68.85000000000001,5808812.925,6423700.172,Poznań,ul. Brzask,10,,,,,1/1,True,2011-01-13,43.34,Grunwald Północ,1,2011,2011.0,12923.155148126729,0,0,0,1,0,0,4
1.0,3.0,33.57,5808812.925,6423700.172,Poznań,ul. Brzask,10D,,,,,1/1,True,2011-01-12,33.57,Grunwald Północ,0,2011,2011.0,10893.36143682025,0,0,0,1,0,0,4
3.0,5.0,65.85,5808812.925,6423700.172,Poznań,ul. Brzask,10A,,,,,1/1,True,2011-01-12,65.85,Grunwald Północ,0,2011,2011.0,10893.257706291244,0,0,0,1,0,0,4
3.0,2.0,68.18,5807627.049,6428485.501,Poznań,ul. Na Miasteczku,12,,,,,1/1,True,2011-01-27,68.18,Rataje,0,2011,2011.0,8086.967405892409,0,0,0,1,0,0,24
2.0,6.0,41.42,5807627.049,6428485.501,Poznań,ul. Na Miasteczku,12,,,,,1/1,True,2011-02-15,41.42,Rataje,0,2011,2011.0833333333333,10225.730119090802,0,0,0,1,0,0,24
3.0,3.0,53.95,5808812.925,6423700.172,Poznań,ul. Brzask,10C,,,,,1/1,True,2011-01-12,53.95,Grunwald Północ,0,2011,2011.0,10916.095155205703,0,0,0,1,0,0,4
4.0,3.0,70.87,5808812.925,6423700.172,Poznań,ul. Brzask,10B,,,,,1/1,True,2011-01-13,70.87,Grunwald Północ,0,2011,2011.0,10232.788675119717,0,0,0,1,0,0,4
3.0,2.0,52.1,5808682.661,6431650.474,Poznań,ul. Mogileńska,10A,,,,,1/1,True,2011-01-05,52.1,Warszawskie-Pomet-Maltańskie,0,2011,2011.0,10232.788675119718,0,0,0,1,0,0,32
3.0,2.0,80.05,5808812.925,6423700.172,Poznań,ul. Brzask,10D,,,,,1/1,True,2011-01-13,80.05,Grunwald Północ,0,2011,2011.0,10882.489543381287,0,0,0,1,0,0,4
3.0,2.0,57.16,5808812.925,6423700.172,Poznań,ul. Brzask,10B,,,,,1/1,True,2011-01-14,57.16,Grunwald Północ,0,2011,2011.0,10314.509643892672,0,0,0,1,0,0,4
2.0,2.0,81.98,5808812.925,6423700.172,Poznań,ul. Brzask,10A,,,,,1/1,True,2011-01-14,58.88,Grunwald Północ,1,2011,2011.0,12286.199551562742,0,0,0,1,0,0,4
1.0,6.0,45.0,5808045.794,6424633.064,Poznań,ul. Wojskowa,3B,,,,,1/1,True,2011-02-03,36.8,Łazarz,1,2011,2011.0833333333333,11343.282822229847,0,0,0,1,0,0,38
3.0,5.0,74.85,5808812.925,6423700.172,Poznań,ul. Brzask,10D,,,,,1/1,True,2011-01-17,74.85,Grunwald Północ,0,2011,2011.0,10804.15588655842,0,0,0,1,0,0,4
2.0,3.0,57.86,5808812.925,6423700.172,Poznań,ul. Brzask,10B,,,,,1/1,True,2011-01-17,57.86,Grunwald Północ,0,2011,2011.0,10767.220976270117,0,0,0,1,0,0,4
2.0,4.0,60.1,5807448.77,6424813.507,Poznań,ul. Emilii Sczanieckiej,11a,,,,,1/1,True,2011-01-11,60.1,Łazarz,0,2011,2011.0,11315.173025114553,0,0,0,1,0,0,38
2.0,3.0,45.58,5808812.925,6423700.172,Poznań,ul. Brzask,10B,,,,,1/1,True,2011-01-17,45.58,Grunwald Północ,0,2011,2011.0,10938.644908466924,0,0,0,1,0,0,4
2.0,2.0,39.43,5809094.72,6419963.343,Poznań,ul. Złotowska,51B,,,,,1/1,True,2011-01-14,39.43,Ławica,0,2011,2011.0,9661.945805853067,0,0,0,1,0,0,37
4.0,1.0,76.52,5809094.72,6419963.343,Poznań,ul. Złotowska,51B,,,,,1/1,True,2011-01-14,76.52,Ławica,0,2011,2011.0,9410.868255807092,0,0,0,1,0,0,37
3.0,3.0,62.15,5808812.925,6423700.172,Poznań,ul. Brzask,10,,,,,1/1,True,2011-01-18,62.15,Grunwald Północ,0,2011,2011.0,9787.644531032678,0,0,0,1,0,0,4
3.0,3.0,58.92,5808812.925,6423700.172,Poznań,ul. Brzask,10A,,,,,1/1,True,2011-01-18,58.92,Grunwald Północ,0,2011,2011.0,10278.803639872867,0,0,0,1,0,0,4
2.0,1.0,52.3,5808682.661,6431650.474,Poznań,ul. Mogileńska,10A,,,,,1/1,True,2011-01-05,52.3,Warszawskie-Pomet-Maltańskie,0,2011,2011.0,10638.851717783198,0,0,0,1,0,0,32
2.0,1.0,51.41,5809094.72,6419963.343,Poznań,ul. Złotowska,51A,,,,,1/1,True,2011-01-17,51.41,Ławica,0,2011,2011.0,9373.966524664835,0,0,0,1,0,0,37
3.0,5.0,66.54,5808812.925,6423700.172,Poznań,ul. Brzask,10,,,,,1/1,True,2011-01-19,66.54,Grunwald Północ,0,2011,2011.0,10941.092239484344,0,0,0,1,0,0,4
2.0,1.0,38.13,5809094.72,6419963.343,Poznań,ul. Złotowska,51B,,,,,1/1,True,2011-01-27,38.13,Ławica,0,2011,2011.0,9529.116458832485,0,0,0,1,0,0,37
3.0,3.0,77.77,5808812.925,6423700.172,Poznań,ul. Brzask,10B,,,,,1/1,True,2011-01-19,59.29,Grunwald Północ,1,2011,2011.0,11657.953936856347,0,0,0,1,0,0,4
2.0,1.0,48.82,5809094.72,6419963.343,Poznań,ul. Złotowska,51B,,,,,1/1,True,2011-01-28,48.82,Ławica,0,2011,2011.0,9096.510830294985,0,0,0,1,0,0,37
2.0,2.0,48.11,5809094.72,6419963.343,Poznań,ul. Złotowska,51B,,,,,1/1,True,2011-01-28,48.11,Ławica,0,2011,2011.0,9041.240523804872,0,0,0,1,0,0,37
4.0,1.0,61.36,5808642.486,6431623.391,Poznań,ul. Mogileńska,10C,,,,,1/1,True,2011-01-05,61.36,Warszawskie-Pomet-Maltańskie,0,2011,2011.0,10720.064326315895,0,0,0,1,0,0,32
3.0,2.0,54.76,5809094.72,6419963.343,Poznań,ul. Złotowska,51A,,,,,1/1,True,2011-01-27,54.76,Ławica,0,2011,2011.0,9747.037614164075,0,0,0,1,0,0,37
2.0,0.0,53.51,5809094.72,6419963.343,Poznań,ul. Złotowska,51B,,,,,1/1,True,2011-01-27,53.51,Ławica,0,2011,2011.0,9425.697741167603,0,0,0,1,0,0,37
3.0,0.0,52.94,5808812.925,6423700.172,Poznań,ul. Brzask,10C,,,,,1/1,True,2011-01-18,52.94,Grunwald Północ,0,2011,2011.0,10070.363458054326,0,0,0,1,0,0,4
2.0,0.0,43.47,5809094.72,6419963.343,Poznań,ul. Złotowska,51B,,,,,1/1,True,2011-01-28,43.47,Ławica,0,2011,2011.0,9038.778373437768,0,0,0,1,0,0,37
3.0,4.0,44.51,5808812.925,6423700.172,Poznań,ul. Brzask,10A,,,,,1/1,True,2011-02-18,44.51,Grunwald Północ,0,2011,2011.0833333333333,10932.839900997626,0,0,0,1,0,0,4
4.0,1.0,66.3,5808812.925,6423700.172,Poznań,ul. Brzask,10A,,,,,1/1,True,2011-01-18,66.3,Grunwald Północ,0,2011,2011.0,10720.064326315895,0,0,0,1,0,0,4
2.0,2.0,91.64,5808812.925,6423700.172,Poznań,ul. Brzask,10B,,,,,1/1,True,2011-01-14,71.63,Grunwald Północ,1,2011,2011.0,11809.665652557665,0,0,0,1,0,0,4
3.0,1.0,49.32,5808812.925,6423700.172,Poznań,ul. Brzask,10A,,,,,1/1,True,2011-01-20,49.32,Grunwald Północ,0,2011,2011.0,10728.64631887775,0,0,0,1,0,0,4
1.0,0.0,36.62,5809094.72,6419963.343,Poznań,ul. Złotowska,51A,,,,,1/1,True,2011-02-04,36.62,Ławica,0,2011,2011.0833333333333,9695.543540158968,0,0,0,1,0,0,37
3.0,2.0,34.53,5807696.406,6428551.537,Poznań,ul. Na Miasteczku,1,,,,,1/1,True,2011-01-25,34.53,Rataje,0,2011,2011.0,9257.249556463716,0,0,0,1,0,0,24
1.0,5.0,33.15,5808812.925,6423700.172,Poznań,ul. Brzask,10,,,,,1/1,True,2011-01-20,33.15,Grunwald Północ,0,2011,2011.0,10993.547724303438,0,0,0,1,0,0,4
2.0,5.0,44.18,5808812.925,6423700.172,Poznań,ul. Brzask,10A,,,,,1/1,True,2011-01-20,44.18,Grunwald Północ,0,2011,2011.0,10621.643762350961,0,0,0,1,0,0,4
3.0,2.0,52.2,5808812.925,6423700.172,Poznań,ul. Brzask,10A,,,,,1/1,True,2011-01-24,52.2,Grunwald Północ,0,2011,2011.0,10655.29587079368,0,0,0,1,0,0,4
2.0,1.0,45.44,5808812.925,6423700.172,Poznań,ul. Brzask,10B,,,,,1/1,True,2011-01-24,45.44,Grunwald Północ,0,2011,2011.0,10638.8517177832,0,0,0,1,0,0,4
4.0,1.0,66.87,5809094.72,6419963.343,Poznań,ul. Złotowska,51A,,,,,1/1,True,2011-02-07,66.87,Ławica,0,2011,2011.0833333333333,9264.091190181043,0,0,0,1,0,0,37
2.0,2.0,53.89,5809094.72,6419963.343,Poznań,ul. Złotowska,51B,,,,,1/1,True,2011-02-23,53.89,Ławica,0,2011,2011.0833333333333,9518.296451065058,0,0,0,1,0,0,37
3.0,0.0,87.6,5808193.077,6424743.303,Poznań,ul. Wojskowa,6,,,,,1/1,True,2011-01-19,87.6,Łazarz,0,2011,2011.0,11090.928934440117,0,0,0,1,0,0,38
3.0,0.0,74.0,5808193.077,6424743.303,Poznań,ul. Wojskowa,6,,,,,1/1,True,2011-01-19,74.0,Łazarz,0,2011,2011.0,11252.519210119422,0,0,0,1,0,0,38
3.0,2.0,62.14,5808812.925,6423700.172,Poznań,ul. Brzask,10,,,,,1/1,True,2011-01-21,62.14,Grunwald Północ,0,2011,2011.0,10727.820953796447,0,0,0,1,0,0,4
3.0,2.0,59.75,5808812.925,6423700.172,Poznań,ul. Brzask,10A,,,,,1/1,True,2011-01-21,59.75,Grunwald Północ,0,2011,2011.0,10753.881392429592,0,0,0,1,0,0,4
3.0,3.0,56.89,5808812.925,6423700.172,Poznań,ul. Brzask,10B,,,,,1/1,True,2011-01-21,56.89,Grunwald Północ,0,2011,2011.0,10979.410203579486,0,0,0,1,0,0,4
2.0,1.0,58.74,5808812.925,6423700.172,Poznań,ul. Brzask,10B,,,,,1/1,True,2011-01-20,58.74,Grunwald Północ,0,2011,2011.0,10582.138660931147,0,0,0,1,0,0,4
2.0,5.0,37.73,5808812.925,6423700.172,Poznań,ul. Brzask,10D,,,,,1/1,True,2011-01-21,37.73,Grunwald Północ,0,2011,2011.0,10721.175860666448,0,0,0,1,0,0,4
2.0,5.0,60.34,5808812.925,6423700.172,Poznań,ul. Brzask,10A,,,,,1/1,True,2011-01-21,60.34,Grunwald Północ,0,2011,2011.0,10751.900099554028,0,0,0,1,0,0,4
4.0,2.0,66.77,5808812.925,6423700.172,Poznań,ul. Brzask,10A,,,,,1/1,True,2011-01-25,66.77,Grunwald Północ,0,2011,2011.0,10762.465408553651,0,0,0,1,0,0,4
3.0,1.0,45.03,5808812.925,6423700.172,Poznań,ul. Brzask,10A,,,,,1/1,True,2011-01-25,45.03,Grunwald Północ,0,2011,2011.0,10668.423712000142,0,0,0,1,0,0,4
3.0,3.0,55.5,5813192.194,6428597.844,Poznań,ul. Rubież,14B,,,,,1/1,True,2011-02-02,52.8,Naramowice,1,2011,2011.0833333333333,10444.276766938445,0,0,0,1,0,0,15
4.0,3.0,66.26,5808812.925,6423700.172,Poznań,ul. Brzask,10A,,,,,1/1,True,2011-01-24,66.26,Grunwald Północ,0,2011,2011.0,10882.51405669506,0,0,0,1,0,0,4
3.0,4.0,59.87,5808812.925,6423700.172,Poznań,ul. Brzask,10A,,,,,1/1,True,2011-01-31,59.87,Grunwald Północ,0,2011,2011.0,10588.670274697566,0,0,0,1,0,0,4
3.0,4.0,68.0,5808812.925,6423700.172,Poznań,ul. Brzask,10D,,,,,1/1,True,2011-02-07,68.0,Grunwald Północ,0,2011,2011.0833333333333,10032.145759921292,0,0,0,1,0,0,4
4.0,4.0,75.48,5808812.925,6423700.172,Poznań,ul. Brzask,10,,,,,1/1,True,2011-01-28,75.48,Grunwald Północ,0,2011,2011.0,10464.504343456181,0,0,0,1,0,0,4
3.0,5.0,66.32,5808812.925,6423700.172,Poznań,ul. Brzask,10,,,,,1/1,True,2011-01-28,66.32,Grunwald Północ,0,2011,2011.0,10802.839714266707,0,0,0,1,0,0,4
3.0,2.0,55.49,5808812.925,6423700.172,Poznań,ul. Brzask,10A,,,,,1/1,True,2011-01-28,55.49,Grunwald Północ,0,2011,2011.0,10687.07230781549,0,0,0,1,0,0,4
3.0,4.0,58.8,5807748.459,6425115.461,Poznań,ul. Jana Matejki,48/49,,,,,1/1,True,2011-01-12,58.8,Łazarz,0,2011,2011.0,9253.817638929666,0,0,0,1,0,0,38
2.0,1.0,57.63,5808812.925,6423700.172,Poznań,ul. Brzask,10B,,,,,1/1,True,2011-02-04,57.63,Grunwald Północ,0,2011,2011.0833333333333,10932.964525377196,0,0,0,1,0,0,4
2.0,2.0,58.18,5808812.925,6423700.172,Poznań,ul. Brzask,10B,,,,,1/1,True,2011-02-15,58.18,Grunwald Północ,0,2011,2011.0833333333333,10921.140770653636,0,0,0,1,0,0,4
2.0,1.0,46.4,5808812.925,6423700.172,Poznań,ul. Brzask,10A,,,,,1/1,True,2011-02-17,46.4,Grunwald Północ,0,2011,2011.0833333333333,10916.446915378368,0,0,0,1,0,0,4
4.0,3.0,88.9,5807998.594,6427765.509,Poznań,ul. Kazimierza Wielkiego,5D,,,,,1/1,True,2011-01-19,88.9,Stare Miasto,0,2011,2011.0,10414.215267409858,0,0,0,1,0,0,26
4.0,1.0,85.82,5807998.594,6427765.509,Poznań,ul. Kazimierza Wielkiego,5C,,,,,1/1,True,2011-01-19,85.82,Stare Miasto,0,2011,2011.0,10068.77365168827,0,0,0,1,0,0,26
3.0,3.0,77.91,5807998.594,6427765.509,Poznań,ul. Kazimierza Wielkiego,5,,,,,1/1,True,2011-01-19,77.91,Stare Miasto,0,2011,2011.0,11049.334494244378,0,0,0,1,0,0,26
2.0,4.0,60.59,5807998.594,6427765.509,Poznań,ul. Kazimierza Wielkiego,5,,,,,1/1,True,2011-02-03,60.59,Stare Miasto,0,2011,2011.0833333333333,11894.408296313988,0,0,0,1,0,0,26
3.0,3.0,78.78,5807998.594,6427765.509,Poznań,ul. Kazimierza Wielkiego,5,,,,,1/1,True,2011-02-03,78.78,Stare Miasto,0,2011,2011.0833333333333,10070.363458054326,0,0,0,1,0,0,26
3.0,4.0,77.92,5807998.594,6427765.509,Poznań,ul. Kazimierza Wielkiego,5,,,,,1/1,True,2011-01-19,77.92,Stare Miasto,0,2011,2011.0,10422.562696701254,0,0,0,1,0,0,26
4.0,1.0,88.99,5807998.594,6427765.509,Poznań,ul. Kazimierza Wielkiego,5D,,,,,1/1,True,2011-01-19,88.99,Stare Miasto,0,2011,2011.0,10221.162103227298,0,0,0,1,0,0,26
4.0,5.0,100.34,5808812.925,6423700.172,Poznań,ul. Brzask,10C,,,,,1/1,True,2011-02-18,100.34,Grunwald Północ,0,2011,2011.0833333333333,10924.204528444605,0,0,0,1,0,0,4
2.0,1.0,52.67,5807998.594,6427765.509,Poznań,ul. Kazimierza Wielkiego,5B,,,,,1/1,True,2011-01-19,52.67,Stare Miasto,0,2011,2011.0,11983.539467456238,0,0,0,1,0,0,26
3.0,5.0,55.28,5807998.594,6427765.509,Poznań,ul. Kazimierza Wielkiego,5,,,,,1/1,True,2011-01-19,55.28,Stare Miasto,0,2011,2011.0,12781.289693097988,0,0,0,1,0,0,26
1.0,4.0,28.9,5809420.251,6427948.655,Poznań,ul. Szyperska,13A,,,,,1/1,True,2011-02-14,28.9,Stare Miasto,0,2011,2011.0833333333333,4209.567044359131,0,0,0,1,0,0,26
3.0,3.0,56.7,5814076.62,6428080.671,Poznań,ul. Błażeja,11B,,,,,1/1,True,2011-01-12,52.1,Naramowice,1,2011,2011.0,9766.837179100648,0,0,0,1,0,0,15
3.0,2.0,52.5,5814076.62,6428080.671,Poznań,ul. Błażeja,11C,,,,,1/1,True,2011-01-12,52.5,Naramowice,0,2011,2011.0,9258.237372727364,0,0,0,1,0,0,15
4.0,2.0,68.9,5814076.62,6428080.671,Poznań,ul. Błażeja,11C,,,,,1/1,True,2011-01-25,68.9,Naramowice,0,2011,2011.0,9358.898574014624,0,0,0,1,0,0,15
1.0,2.0,33.2,5814076.62,6428080.671,Poznań,ul. Błażeja,11C,,,,,1/1,True,2011-01-25,33.2,Naramowice,0,2011,2011.0,9258.237372727363,0,0,0,1,0,0,15
3.0,2.0,52.3,5814076.62,6428080.671,Poznań,ul. Błażeja,11B,,,,,1/1,True,2011-02-04,52.3,Naramowice,0,2011,2011.0833333333333,9420.662589792757,0,0,0,1,0,0,15
3.0,1.0,65.3,5807104.977,6424859.939,Poznań,ul. Floriana Stablewskiego,31a,,,,,1/1,True,2011-02-09,65.3,Łazarz,0,2011,2011.0833333333333,7710.844914283557,0,0,0,1,0,0,38
3.0,1.0,62.2,5814076.62,6428080.671,Poznań,ul. Błażeja,11C,,,,,1/1,True,2011-02-21,62.2,Naramowice,0,2011,2011.0833333333333,9420.662589792757,0,0,0,1,0,0,15
1.0,1.0,33.3,5814076.62,6428080.671,Poznań,ul. Błażeja,11C,,,,,1/1,True,2011-01-05,33.3,Naramowice,0,2011,2011.0,9420.662589792757,0,0,0,1,0,0,15
3.0,3.0,53.9,5814076.62,6428080.671,Poznań,ul. Błażeja,11C,,,,,1/1,True,2011-02-14,53.9,Naramowice,0,2011,2011.0833333333333,9264.128375637218,0,0,0,1,0,0,15
3.0,3.0,52.54,5806758.259,6422289.206,Poznań,ul. Smardzewska,6B,,,,,1/1,True,2011-02-04,52.54,Grunwald Południe,0,2011,2011.0833333333333,11221.655902429971,0,0,0,1,0,0,3
3.0,2.0,52.76,5806758.259,6422289.206,Poznań,ul. Smardzewska,6B,,,,,1/1,True,2011-02-17,52.76,Grunwald Południe,0,2011,2011.0833333333333,9825.476965510792,0,0,0,1,0,0,3
3.0,4.0,54.37,5806758.259,6422289.206,Poznań,ul. Smardzewska,6B,,,,,1/1,True,2011-02-25,54.37,Grunwald Południe,0,2011,2011.0833333333333,149.3702566354537,0,0,0,1,0,0,3
3.0,2.0,45.11,5806198.957,6422034.906,Poznań,ul. Przepiórcza,5,,,,,1/1,True,2011-02-28,45.11,Junikowo,0,2011,2011.0833333333333,9721.748749203265,0,0,0,1,0,0,9
4.0,1.0,70.39999999999999,5807463.438,6426767.869,Poznań,ul. Górna Wilda,89,,,,,1/1,True,2011-01-04,60.8,Wilda,1,2011,2011.0,6545.095095562685,0,0,0,1,0,0,33
3.0,1.0,45.01,5806198.957,6422034.906,Poznań,ul. Przepiórcza,5,,,,,1/1,True,2011-02-15,45.01,Junikowo,0,2011,2011.0833333333333,9635.08841512103,0,0,0,1,0,0,9
3.0,1.0,45.13,5806168.762,6422035.481,Poznań,ul. Przepiórcza,7,,,,,1/1,True,2011-02-23,45.13,Junikowo,0,2011,2011.0833333333333,9717.440418270759,0,0,0,1,0,0,9
3.0,3.0,48.1,5807659.623,6426709.183,Poznań,ul. św. Czesława,8,,,,,1/1,True,2011-02-10,48.1,Wilda,0,2011,2011.0833333333333,12831.929830529956,0,0,0,1,0,0,33
4.0,2.0,78.47,5809274.401,6427769.942,Poznań,ul. Garbary,95,,,,,1/1,True,2011-02-01,78.47,Stare Miasto,0,2011,2011.0833333333333,7471.559985008047,0,0,0,1,0,0,26
4.0,4.0,70.61,5807536.37,6426398.298,Poznań,ul. Przemysłowa,46A,,,,,1/1,True,2011-02-10,70.61,Wilda,0,2011,2011.0833333333333,9836.59858291148,0,0,0,1,0,0,33
3.0,5.0,63.03,5808812.925,6423700.172,Poznań,ul. Brzask,10D,,,,,1/1,True,2011-02-18,63.03,Grunwald Północ,0,2011,2011.0833333333333,10902.020512168536,0,0,0,1,0,0,4
3.0,3.0,54.67,5808812.925,6423700.172,Poznań,ul. Brzask,10A,,,,,1/1,True,2011-02-21,54.67,Grunwald Północ,0,2011,2011.0833333333333,10082.197295297661,0,0,0,1,0,0,4
4.0,3.0,67.55,5808812.925,6423700.172,Poznań,ul. Brzask,10B,,,,,1/1,True,2011-02-21,67.55,Grunwald Północ,0,2011,2011.0833333333333,10743.136161146183,0,0,0,1,0,0,4
3.0,4.0,62.42,5808812.925,6423700.172,Poznań,ul. Brzask,10,,,,,1/1,True,2011-02-22,62.42,Grunwald Północ,0,2011,2011.0833333333333,10720.88555987094,0,0,0,1,0,0,4
1.0,2.0,40.55,5812969.361,6428818.381,Poznań,ul. Karpia,17,,,,,1/1,True,2011-01-18,40.55,Naramowice,0,2011,2011.0,10526.382168711712,0,0,0,1,0,0,15
2.0,4.0,42.53,5812969.361,6428818.381,Poznań,ul. Karpia,17A,,,,,1/1,True,2011-01-20,42.53,Naramowice,0,2011,2011.0,10477.87202022543,0,0,0,1,0,0,15
