liczba_izb,nr_kondygnacji,calkowita_powierzchnia,wsp_x,wsp_y,adres_miejscowosc,adres_ulica,adres_numer,bud_id,dzialka_id,dzialka_mpzp,dzialka_sposob_uzytkowania,n_udzial_str,is_market_transaction,data_dokumentu,powierzchnia_final,osiedle,ma_pomieszczenia_przynalezne,rok,rok_miesiac_float,cena_za_m2,odl_do_centrum,metry_na_izbe,wibor_3m,srednie_wynagrodzenie,is_pierwotny,is_uzytkowanie_wieczyste,sprzedajacy_firma,sprzedajacy_jst,sprzedajacy_osoba,is_wielorodzinny,osiedle_cat
2.0,2.0,33.52,5806750.589,6424840.969,Poznań,ul. Hetmańska,56,,,,,1/1,True,2013-11-29,31.6,Łazarz,1,2013,2013.8333333333333,6386.160112646632,3.040207229181375,15.8,2.67,4025.0,0,0,1,0,0,0,38
4.0,0.0,60.8,5809022.791,6429381.6,Poznań,ul. św. Michała,11b,,,,,1/1,True,2013-11-28,60.8,Ostrów Tumski-Śródka-Zawady-Komandoria,0,2013,2013.8333333333333,7276.53820527525,2.154841198637374,15.2,2.67,4025.0,0,0,1,0,0,0,20
2.0,2.0,35.32,5815490.419,6427727.85,Poznań,ul. Zygmunta Szweykowskiego,2H,,,,,1/1,True,2013-12-11,35.32,Umultowo,0,2013,2013.9166666666667,10328.344149428061,6.931921041229486,17.66,2.67,4025.0,0,0,1,0,0,0,31
3.0,3.0,48.9,5814566.279,6425169.241,Poznań,ul. Królewska,41,,,,,1/1,True,2013-11-28,46.0,Piątkowo,1,2013,2013.8333333333333,10292.61056282412,6.351825981160868,15.333333333333334,2.67,4025.0,0,0,1,0,0,0,21
2.0,1.0,47.599999999999994,5814890.422,6425193.161,Poznań,ul. Teofila Mateckiego,21,,,,,1/1,True,2013-11-26,43.8,Piątkowo Północ,1,2013,2013.8333333333333,10986.797411922447,6.650996908663568,21.9,2.67,4025.0,0,0,1,0,0,0,22
2.0,3.0,36.65,5809326.289,6427763.45,Poznań,ul. Grochowe Łąki,2,,,,,1/1,True,2013-12-09,36.65,Stare Miasto,0,2013,2013.9166666666667,9021.716126813299,0.89795109034953,18.325,2.67,4025.0,0,0,1,0,0,0,26
3.0,2.0,62.9,5807030.211,6425094.732,Poznań,ul. Floriana Stablewskiego,13,,,,,1/1,True,2013-11-12,59.0,Łazarz,1,2013,2013.8333333333333,5393.682556678603,2.670424663709885,19.666666666666668,2.67,4025.0,0,0,1,0,0,0,38
3.0,2.0,63.5,5814182.936,6425488.226,Poznań,ul. Franciszka Stróżyńskiego,15A,,,,,1/1,True,2013-12-03,63.5,Piątkowo,0,2013,2013.9166666666667,9900.675605287899,5.887006295412347,21.166666666666668,2.67,4025.0,0,0,1,0,0,0,21
3.0,1.0,52.9,5809746.23,6427271.523,Poznań,ul. gen. Tadeusza Kutrzeby,12A,,,,,1/1,True,2013-09-02,52.9,Stare Miasto,0,2013,2013.6666666666667,11150.939455090995,1.1728713940048205,17.633333333333333,2.69,3795.0,0,0,1,0,0,0,26
3.0,2.0,77.9,5808610.434,6427947.394,Poznań,ul. Grobla,6,,,,,1/1,True,2013-09-10,77.9,Stare Miasto,0,2013,2013.6666666666667,6476.33695634254,0.6742658874055567,25.96666666666667,2.69,3795.0,0,0,1,0,0,0,26
1.0,4.0,31.1,5809561.447,6425676.5,Poznań,ul. Mylna,32/34B,,,,,1/1,True,2013-11-21,31.1,Jeżyce,0,2013,2013.8333333333333,8984.535919053684,1.8785079545816923,31.1,2.67,4025.0,0,0,1,0,0,0,8
3.0,3.0,52.800000000000004,5813804.973,6426338.229,Poznań,os. Bolesława Chrobrego,23A,,,,,1/1,True,2012-09-05,49.1,Piątkowo,1,2012,2012.6666666666667,8453.549134631463,5.314668652329659,16.366666666666667,4.93,3593.0,0,0,1,0,0,0,21
3.0,4.0,43.3,5809106.872,6427328.523,Poznań,pl. Wielkopolski,10/11d,,,,,1/1,True,2012-05-21,43.3,Stare Miasto,0,2012,2012.3333333333333,9043.297366124993,0.5362742238305359,14.433333333333332,4.93,3577.0,0,0,1,0,0,0,26
2.0,4.0,31.2,5815111.296,6425677.963,Poznań,os. Jana III Sobieskiego,12,,,,,1/1,True,2012-03-13,31.2,Piątkowo Północ,0,2012,2012.1666666666667,9287.350455300544,6.729962380630731,15.6,4.99,3526.0,0,0,1,0,0,0,22
4.0,2.0,46.6,5806396.558,6434020.056,Poznań,ul. Darzyborska,4,,,,,1/1,True,2012-12-17,46.6,Antoninek-Zieliniec-Kobylepole,0,2012,2012.9166666666667,6436.615415883271,7.088423509111638,11.65,4.24,3822.0,0,0,1,0,0,0,0
1.0,4.0,29.1,5806384.363,6424681.468,Poznań,ul. Jakuba Krauthofera,20b,,,,,1/1,True,2012-07-05,29.1,Górczyn,0,2012,2012.5,9526.973930408047,3.39318499706594,29.1,4.93,3593.0,0,0,1,0,0,0,5
3.0,0.0,94.74,5809419.594,6425070.916,Poznań,ul. Stanisława Staszica,5,,,,,1/1,True,2013-10-28,78.44,Jeżyce,1,2013,2013.75,5739.102035097256,2.3601569442287205,26.146666666666665,2.67,4025.0,0,0,1,0,0,0,8
3.0,3.0,51.34,5808015.13,6423534.906,Poznań,ul. Grochowska,42,,,,,1/1,True,2013-11-27,51.34,Stary Grunwald,0,2013,2013.8333333333333,6651.971038194748,3.780681619140249,17.113333333333333,2.67,4025.0,0,0,1,0,0,0,29
3.0,5.0,39.86,5807204.904,6425243.74,Poznań,ul. Romana Dmowskiego,5/7b,,,,,1/1,True,2012-06-05,38.0,Łazarz,1,2012,2012.4166666666667,7790.277121595483,2.44851646223768,12.666666666666666,4.93,3577.0,0,0,1,0,0,0,38
4.0,1.0,51.5,5806513.123,6426637.146,Poznań,ul. Dolna Wilda,88f,,,,,1/1,True,2012-10-22,48.6,Wilda,1,2012,2012.75,9507.371103390748,2.156468051721777,12.15,4.87,3822.0,0,0,1,0,0,0,33
2.0,4.0,50.1,5813582.851,6428384.403,Poznań,ul. Naramowicka,205,,,,,1/1,True,2013-11-27,50.1,Naramowice,0,2013,2013.8333333333333,7281.379548059864,5.1310477181052185,25.05,2.67,4025.0,0,0,1,0,0,0,15
2.0,2.0,42.900000000000006,5814358.796,6428750.814,Poznań,ul. Bratumiły,8,,,,,1/1,True,2013-11-20,37.38,Naramowice,1,2013,2013.8333333333333,8305.661586188977,5.970912342407641,18.69,2.67,4025.0,0,0,1,0,0,0,15
3.0,4.0,49.4,5813797.538,6426979.923,Poznań,os. Bolesława Śmiałego,14,,,,,1/1,True,2013-12-02,49.4,Piątkowo,0,2013,2013.9166666666667,7730.21710552318,5.2324552576218695,16.466666666666665,2.67,4025.0,0,0,1,0,0,0,21
1.0,1.0,30.5,5807139.454,6422327.295,Poznań,ul. Grunwaldzka,160,,,,,1/1,True,2013-04-04,30.5,Grunwald Południe,0,2013,2013.25,7965.22477202589,5.150480158512636,30.5,3.38,3770.0,0,0,1,0,0,0,3
2.0,12.0,32.1,5812921.598,6426221.531,Poznań,os. Bolesława Chrobrego,37,,,,,1/1,True,2013-11-12,32.1,Piątkowo,0,2013,2013.8333333333333,7495.665524021856,4.473830899578146,16.05,2.67,4025.0,0,0,1,0,0,0,21
3.0,3.0,60.9,5815075.072,6426638.55,Poznań,os. Stefana Batorego,80F,,,,,1/1,True,2013-10-18,60.9,Piątkowo,0,2013,2013.75,8539.079316973255,6.532704166726924,20.3,2.67,4025.0,0,0,1,0,0,0,21
3.0,14.0,49.4,5812027.578,6427474.395,Poznań,os. Wichrowe Wzgórze,20,,,,,1/1,True,2013-10-01,46.8,Nowe Winogrady Północ,1,2013,2013.75,7131.422058731299,3.460015920752317,15.6,2.67,4025.0,0,0,1,0,0,0,17
3.0,4.0,48.0,5814177.474,6425771.148,Poznań,os. Władysława Jagiełły,12H,,,,,1/1,True,2013-10-18,48.0,Piątkowo,0,2013,2013.75,10316.514166590243,5.802162144445361,16.0,2.67,4025.0,0,0,1,0,0,0,21
3.0,3.0,64.6,5807664.575,6425396.708,Poznań,ul. Antoniego Małeckiego,10,,,,,1/1,True,2013-12-10,64.6,Łazarz,0,2013,2013.9166666666667,6488.058833186601,2.0858269567053576,21.53333333333333,2.67,4025.0,0,0,1,0,0,0,38
3.0,0.0,73.63,5805727.752,6420424.149,Poznań,ul. Strzelińska,15,,,,,1/1,True,2013-01-02,49.04,Junikowo,1,2013,2013.0,7122.223365685399,7.417545453227772,16.346666666666668,4.06,3740.0,0,0,1,0,0,0,9
3.0,2.0,98.12,5807294.223,6422996.762,Poznań,ul. Piotra Ściegiennego,109,,,,,1/1,True,2013-02-25,98.12,Grunwald Południe,0,2013,2013.0833333333333,6866.18851711256,4.464552247028211,32.70666666666667,3.82,3740.0,0,0,1,0,0,0,3
3.0,3.0,50.5,5811392.998,6428261.463,Poznań,ul. Naramowicka,31B,,,,,1/1,True,2013-12-12,46.5,Nowe Winogrady Południe,1,2013,2013.9166666666667,11517.273374371149,2.9874973761448445,15.5,2.67,4025.0,0,0,1,0,0,0,16
2.0,4.0,38.86,5808303.644,6422854.421,Poznań,ul. Bułgarska,78c,,,,,1/1,True,2013-05-28,34.6,Grunwald Południe,1,2013,2013.3333333333333,6101.636660762599,4.427949263435653,17.3,3.14,3770.0,0,0,1,0,0,0,3
3.0,0.0,40.9,5809001.716,6423102.662,Poznań,ul. Ognik,32,,,,,1/1,True,2013-10-31,37.8,Grunwald Północ,1,2013,2013.75,7104.570635697316,4.193421435934204,12.6,2.67,4025.0,0,0,1,0,0,0,4
2.0,5.0,27.5,5809147.573,6423523.445,Poznań,ul. Grochowska,139,,,,,1/1,True,2013-10-25,27.5,Grunwald Północ,0,2013,2013.75,7056.037047539636,3.7944027338060704,13.75,2.67,4025.0,0,0,1,0,0,0,4
4.0,1.0,78.2,5808677.988,6423647.176,Poznań,ul. Międzychodzka,10,,,,,1/1,True,2013-12-10,62.9,Grunwald Północ,1,2013,2013.9166666666667,10365.307204970784,3.6284807963113606,15.725,2.67,4025.0,0,0,1,0,0,0,4
3.0,2.0,39.8,5811486.238,6427888.099,Poznań,os. Pod Lipami,9,,,,,1/1,True,2013-12-06,38.3,Nowe Winogrady Południe,1,2013,2013.9166666666667,8511.45983280238,2.976875044243571,12.766666666666666,2.67,4025.0,0,0,1,0,0,0,16
2.0,1.0,54.3,5806420.052,6424676.754,Poznań,ul. Jakuba Krauthofera,18d,,,,,1/1,True,2013-12-17,54.3,Górczyn,0,2013,2013.9166666666667,8147.57869025295,3.373899494683296,27.15,2.67,4025.0,0,0,1,0,0,0,5
3.0,3.0,98.23,5808097.81,6433166.397,Poznań,ul. Ziemowita,74,,,,,1/1,True,2011-06-20,98.23,Antoninek-Zieliniec-Kobylepole,0,2011,2011.4166666666667,6382.585135624702,5.911408212352195,32.74333333333333,4.84,3373.0,0,0,1,0,0,0,0
4.0,0.0,55.4,5805950.328,6422082.198,Poznań,ul. Odległa,12,,,,,1/1,True,2013-12-09,55.4,Junikowo,0,2013,2013.9166666666667,8933.642901817188,5.816927901391433,13.85,2.67,4025.0,0,0,1,0,0,0,9
2.0,0.0,37.0,5809107.224,6425140.353,Poznań,ul. Maksymiliana Jackowskiego,19,,,,,1/1,True,2013-10-31,37.0,Jeżyce,0,2013,2013.75,6670.81556548477,2.199565958056225,18.5,2.67,4025.0,0,0,1,0,0,0,8
2.0,11.0,33.05,5807008.72,6422738.521,Poznań,ul. Jugosłowiańska,44f,,,,,1/1,True,2013-11-04,30.8,Grunwald Południe,1,2013,2013.8333333333333,7812.041016918883,4.797917863462713,15.4,2.67,4025.0,0,0,1,0,0,0,3
3.0,6.0,41.5,5811208.202,6428123.535,Poznań,os. Pod Lipami,3,,,,,1/1,True,2013-11-05,38.3,Nowe Winogrady Południe,1,2013,2013.8333333333333,9119.421249431121,2.7683645776949333,12.766666666666666,2.67,4025.0,0,0,1,0,0,0,16
3.0,16.0,68.2,5811996.853,6427071.151,Poznań,os. Zwycięstwa,14,,,,,1/1,True,2013-10-03,63.5,Nowe Winogrady Północ,1,2013,2013.75,4889.222521129826,3.429504563512796,21.166666666666668,2.67,4025.0,0,0,1,0,0,0,17
4.0,4.0,72.9,5807295.283,6430163.505,Poznań,os. Tysiąclecia,12,,,,,1/1,True,2013-12-09,69.7,Chartowo,1,2013,2013.9166666666667,4677.0288607795,3.1594095008478003,17.425,2.67,4025.0,0,0,1,0,0,0,1
4.0,3.0,59.1,5813375.767,6426730.537,Poznań,os. Bolesława Śmiałego,32,,,,,1/1,True,2013-11-07,59.1,Piątkowo,0,2013,2013.8333333333333,7223.1851332681545,4.833074707961925,14.775,2.67,4025.0,0,0,1,0,0,0,21
1.0,4.0,57.4,5807164.269,6425372.24,Poznań,ul. Stanisława Karwowskiego,22,,,,,1/1,True,2013-11-06,57.4,Łazarz,0,2013,2013.8333333333333,9276.107240546009,2.3670226016737215,57.4,2.67,4025.0,0,0,1,0,0,0,38
3.0,4.0,73.82000000000001,5807926.327,6424899.668,Poznań,ul. Henryka Siemiradzkiego,7,,,,,1/1,True,2013-12-13,68.7,Łazarz,1,2013,2013.9166666666667,4519.150365236447,2.4610585467858663,22.900000000000002,2.67,4025.0,0,0,1,0,0,0,38
3.0,8.0,50.9,5807008.72,6422738.521,Poznań,ul. Jugosłowiańska,44c,,,,,1/1,True,2013-12-30,49.5,Grunwald Południe,1,2013,2013.9166666666667,6585.6345777036595,4.797917863462713,16.5,2.67,4025.0,0,0,1,0,0,0,3
3.0,5.0,54.1,5807422.476,6426411.516,Poznań,ul. Przemysłowa,50,,,,,1/1,True,2013-04-15,43.1,Wilda,1,2013,2013.25,8103.801249494477,1.4382877231040536,14.366666666666667,3.38,3770.0,0,0,1,0,0,0,33
2.0,1.0,34.25,5807090.918,6426315.506,Poznań,ul. Stefana Czarnieckiego,15,,,,,1/1,True,2013-02-04,32.75,Wilda,1,2013,2013.0833333333333,7299.497257118866,1.765398942091527,16.375,3.82,3740.0,0,0,1,0,0,0,33
4.0,2.0,56.5,5812343.149,6427775.644,Poznań,os. Wichrowe Wzgórze,9,,,,,1/1,True,2013-10-21,52.8,Nowe Winogrady Północ,1,2013,2013.75,7497.039363010864,3.8029982464239285,13.2,2.67,4025.0,0,0,1,0,0,0,17
1.0,2.0,38.93,5808857.394,6424729.27,Poznań,ul. Polna,64,,,,,1/1,True,2013-11-29,29.27,Łazarz,1,2013,2013.8333333333333,8485.565564516406,2.5606793405671504,29.27,2.67,4025.0,0,0,1,0,0,0,38
3.0,4.0,43.7,5807149.433,6428720.441,Poznań,os. Jagiellońskie,19,,,,,1/1,True,2013-10-30,43.7,Rataje,0,2013,2013.75,8489.849610060275,2.02961469680276,14.566666666666668,2.67,4025.0,0,0,1,0,0,0,24
1.0,5.0,45.9,5808411.798,6427044.277,Poznań,ul. Piekary,16,,,,,1/1,True,2013-10-24,31.9,Stare Miasto,1,2013,2013.75,12895.515983434507,0.2809688142710306,31.9,2.67,4025.0,0,0,1,0,0,0,26
1.0,4.0,39.8,5808411.798,6427044.277,Poznań,ul. Piekary,16,,,,,1/1,True,2013-11-06,25.8,Stare Miasto,1,2013,2013.8333333333333,12153.887069483,0.2809688142710306,25.8,2.67,4025.0,0,0,1,0,0,0,26
3.0,2.0,37.1,5807179.082,6423005.981,Poznań,ul. Świetlana,19,,,,,1/1,True,2013-12-03,37.1,Grunwald Południe,0,2013,2013.9166666666667,10460.432280719137,4.490129769231923,12.366666666666667,2.67,4025.0,0,0,1,0,0,0,3
3.0,1.0,51.06,5814155.526,6425489.692,Poznań,ul. Franciszka Stróżyńskiego,13C,,,,,1/1,True,2013-11-21,51.06,Piątkowo,0,2013,2013.8333333333333,7448.4997427024355,5.86044737066647,17.02,2.67,4025.0,0,0,1,0,0,0,21
2.0,6.0,33.88,5808578.94,6422558.806,Poznań,ul. Marcelińska,96A,,,,,1/1,True,2013-11-28,33.88,Ławica,0,2013,2013.8333333333333,12370.974044387673,4.715345341829373,16.94,2.67,4025.0,0,0,1,0,0,0,37
3.0,1.0,84.2,5808762.308,6424157.018,Poznań,ul. Opalenicka,59,,,,,1/1,True,2013-12-02,74.4,Stary Grunwald,1,2013,2013.9166666666667,6155.064575071537,3.122851335309517,24.8,2.67,4025.0,0,0,1,0,0,0,29
4.0,1.0,75.2,5806375.778,6423852.832,Poznań,ul. Piotra Ściegiennego,24a,,,,,1/1,True,2013-11-25,69.9,Górczyn,1,2013,2013.8333333333333,6662.352577076051,4.066297688398739,17.475,2.67,4025.0,0,0,1,0,0,0,5
5.0,0.0,103.0,5807638.666,6425355.171,Poznań,ul. Józefa Strusia,3a,,,,,1/1,True,2013-11-18,100.0,Łazarz,1,2013,2013.8333333333333,5898.846971743136,2.1345089943910716,20.0,2.67,4025.0,0,0,1,0,0,0,38
2.0,2.0,51.83,5808162.37,6427300.263,Poznań,ul. Kwiatowa,6,,,,,1/1,True,2013-12-05,51.83,Stare Miasto,0,2013,2013.9166666666667,6888.587200569276,0.4118203976685039,25.915,2.67,4025.0,0,0,1,0,0,0,26
3.0,4.0,45.8,5807419.762,6425366.828,Poznań,ul. Józefa Łukaszewicza,7,,,,,1/1,True,2013-11-25,42.8,Łazarz,1,2013,2013.8333333333333,6347.027321164127,2.2290494946938786,14.266666666666666,2.67,4025.0,0,0,1,0,0,0,38
4.0,4.0,89.2,5809533.049,6425769.575,Poznań,ul. Poznańska,40,,,,,1/1,True,2013-11-18,69.7,Jeżyce,1,2013,2013.8333333333333,8708.182307451356,1.7845839999409707,17.425,2.67,4025.0,0,0,1,0,0,0,8
2.0,4.0,36.4,5809591.978,6425684.208,Poznań,ul. Mylna,38,,,,,1/1,True,2013-12-11,36.4,Jeżyce,0,2013,2013.9166666666667,6930.036385976428,1.8882502012647566,18.2,2.67,4025.0,0,0,1,0,0,0,8
3.0,1.0,49.0,5806087.028,6422207.262,Poznań,ul. Giżycka,1B,,,,,1/1,True,2013-12-27,49.0,Junikowo,0,2013,2013.9166666666667,8279.871249249392,5.644040100242145,16.333333333333332,2.67,4025.0,0,0,1,0,0,0,9
3.0,4.0,47.7,5813771.43,6428334.676,Poznań,ul. Naramowicka,217c,,,,,1/1,True,2013-12-06,47.7,Naramowice,0,2013,2013.9166666666667,8461.327444848368,5.305151762867157,15.9,2.67,4025.0,0,0,1,0,0,0,15
2.0,0.0,53.3,5813064.315,6423161.478,Poznań,ul. Augusta Emila Fieldorfa,1,,,,,1/1,True,2013-10-25,53.3,,0,2013,2013.75,8300.441329844938,6.089558097462934,26.65,2.67,4025.0,0,0,1,0,0,0,-1
2.0,1.0,65.61,5808097.81,6433166.397,Poznań,ul. Ziemowita,70,,,,,1/1,True,2013-11-25,65.61,Antoninek-Zieliniec-Kobylepole,0,2013,2013.8333333333333,5914.983045491235,5.911408212352195,32.805,2.67,4025.0,0,0,1,0,0,0,0
2.0,3.0,31.7,5815075.072,6426638.55,Poznań,os. Stefana Batorego,80G,,,,,1/1,True,2013-09-06,31.7,Piątkowo,0,2013,2013.6666666666667,9304.175034295167,6.532704166726924,15.85,2.69,3795.0,0,0,1,0,0,0,21
4.0,4.0,58.5,5806611.987,6429081.443,Poznań,os. Powstań Narodowych,41,,,,,1/1,True,2013-12-13,58.5,Rataje,0,2013,2013.9166666666667,6235.848125774345,2.667078020098771,14.625,2.67,4025.0,0,0,1,0,0,0,24
2.0,0.0,77.3,5807527.679,6429729.909,Poznań,ul. Katowicka,87,,,,,1/1,True,2013-11-06,53.1,Rataje,1,2013,2013.8333333333333,10085.747870212022,2.669122302287373,26.55,2.67,4025.0,0,0,1,0,0,0,24
4.0,3.0,50.599999999999994,5812360.35,6426719.227,Poznań,os. Zwycięstwa,23,,,,,1/1,True,2013-11-05,47.3,Nowe Winogrady Północ,1,2013,2013.8333333333333,8335.96934918636,3.827429807566308,11.825,2.67,4025.0,0,0,1,0,0,0,17
2.0,1.0,22.61,5806954.372,6425000.623,Poznań,ul. Klaudyny Potockiej,33,,,,,1/1,True,2013-11-08,20.0,Łazarz,1,2013,2013.8333333333333,7761.640752293599,2.791064896971428,10.0,2.67,4025.0,0,0,1,0,0,0,38
3.0,4.0,94.68,5807646.149,6423186.302,Poznań,ul. Konfederacka,4A,,,,,1/1,True,2013-10-24,94.68,Grunwald Południe,0,2013,2013.75,14919.926245431294,4.1916832376162265,31.560000000000002,2.67,4025.0,0,0,1,0,0,0,3
3.0,2.0,49.05,5803644.91,6425580.904,Poznań,os. Dębina,21c,,,,,1/1,True,2013-12-11,46.39,Zielony Dębiec,1,2013,2013.9166666666667,7763.313880285041,5.211210032565523,15.463333333333333,2.67,4025.0,0,0,1,0,0,0,36
3.0,1.0,42.3,5807093.336,6425383.169,Poznań,ul. Józefa Łukaszewicza,29a,,,,,1/1,True,2013-10-25,37.3,Łazarz,1,2013,2013.75,5327.024216051372,2.401307424544621,12.433333333333332,2.67,4025.0,0,0,1,0,0,0,38
2.0,1.0,20.2,5804099.017,6425619.201,Poznań,ul. Łozowa,88,,,,,1/1,True,2013-10-15,20.2,Zielony Dębiec,0,2013,2013.75,7684.792824053068,4.770598369890102,10.1,2.67,4025.0,0,0,1,0,0,0,36
3.0,4.0,37.53,5807209.572,6428786.122,Poznań,os. Jagiellońskie,24,,,,,1/1,True,2013-11-18,37.53,Rataje,0,2013,2013.8333333333333,7031.595672208429,2.0361697298454704,12.51,2.67,4025.0,0,0,1,0,0,0,24
3.0,2.0,52.76,5806758.259,6422289.206,Poznań,ul. Smardzewska,6B,,,,,1/1,True,2013-12-11,52.76,Grunwald Południe,0,2013,2013.9166666666667,9238.647445868803,5.305114928667968,17.586666666666666,2.67,4025.0,0,0,1,0,0,0,3
3.0,16.0,68.2,5812007.499,6426899.867,Poznań,os. Zwycięstwa,16,,,,,1/1,True,2013-11-14,63.5,Nowe Winogrady Północ,1,2013,2013.8333333333333,4889.222521129826,3.454473385035178,21.166666666666668,2.67,4025.0,0,0,1,0,0,0,17
2.0,2.0,30.3,5810383.349,6429937.565,Poznań,ul. Krótka,3,,,,,1/1,True,2013-12-12,30.3,Główna,0,2013,2013.9166666666667,7070.009398128824,3.2202242909825163,15.15,2.67,4025.0,0,0,1,0,0,0,7
1.0,1.0,28.8,5811813.196,6426680.516,Poznań,ul. Księcia Mieszka I,20B,,,,,1/1,True,2013-10-18,28.8,Nowe Winogrady Południe,0,2013,2013.75,10241.053770387389,3.2937708339010072,28.8,2.67,4025.0,0,0,1,0,0,0,16
2.0,1.0,38.0,5815029.925,6426782.876,Poznań,os. Stefana Batorego,82F,,,,,1/1,True,2013-12-16,38.0,Piątkowo,0,2013,2013.9166666666667,9003.453026249388,6.475226628147681,19.0,2.67,4025.0,0,0,1,0,0,0,21
5.0,2.0,85.5,5814329.826,6425792.361,Poznań,os. Bolesława Chrobrego,5,,,,,1/1,True,2013-11-07,81.1,Piątkowo,1,2013,2013.8333333333333,6220.7971504202715,5.944121118873751,16.22,2.67,4025.0,0,0,1,0,0,0,21
4.0,0.0,56.9,5812571.192,6427563.87,Poznań,os. Wichrowe Wzgórze,33,,,,,1/1,True,2013-11-07,53.0,Nowe Winogrady Północ,1,2013,2013.8333333333333,7175.8565445733275,4.008314754490886,13.25,2.67,4025.0,0,0,1,0,0,0,17
2.0,1.0,51.7,5814662.592,6426872.516,Poznań,os. Stefana Batorego,31F,,,,,1/1,True,2013-12-12,51.7,Piątkowo,0,2013,2013.9166666666667,10508.991347399457,6.102461458166292,25.85,2.67,4025.0,0,0,1,0,0,0,21
4.0,0.0,79.7,5808281.967,6427262.349,Poznań,ul. Rybaki,30,,,,,1/1,True,2013-12-20,79.7,Stare Miasto,0,2013,2013.9166666666667,4869.285290021078,0.2916333270231814,19.925,2.67,4025.0,0,0,1,0,0,0,26
2.0,2.0,35.1,5809683.454,6425720.193,Poznań,ul. Mylna,46,,,,,1/1,True,2013-12-18,30.5,Jeżyce,1,2013,2013.9166666666667,8067.016781892036,1.9097333673792076,15.25,2.67,4025.0,0,0,1,0,0,0,8
3.0,3.0,54.21,5807097.493,6426363.897,Poznań,ul. Władysława Sikorskiego,5,,,,,1/1,True,2013-12-20,52.82,Wilda,1,2013,2013.9166666666667,5260.6349665299285,1.7339968043602527,17.606666666666666,2.67,4025.0,0,0,1,0,0,0,33
2.0,1.0,38.0,5815029.925,6426782.876,Poznań,os. Stefana Batorego,82G,,,,,1/1,True,2013-12-20,38.0,Piątkowo,0,2013,2013.9166666666667,9396.078891763425,6.475226628147681,19.0,2.67,4025.0,0,0,1,0,0,0,21
3.0,1.0,54.93000000000001,5807097.493,6426363.897,Poznań,ul. Władysława Sikorskiego,5,,,,,1/1,True,2013-12-23,52.34,Wilda,1,2013,2013.9166666666667,5931.708637595413,1.7339968043602527,17.44666666666667,2.67,4025.0,0,0,1,0,0,0,33
3.0,7.0,42.4,5809132.461,6426705.017,Poznań,ul. Karola Libelta,5,,,,,1/1,True,2013-12-18,39.8,Stare Miasto,1,2013,2013.9166666666667,9399.775986446019,0.7978109708307024,13.266666666666666,2.67,4025.0,0,0,1,0,0,0,26
4.0,3.0,53.0,5813144.128,6428235.013,Poznań,ul. Sarmacka,14a,,,,,1/1,True,2013-12-23,53.0,Naramowice,0,2013,2013.9166666666667,8054.532856153735,4.670670986742749,13.25,2.67,4025.0,0,0,1,0,0,0,15
3.0,0.0,45.9,5813042.11,6428469.122,Poznań,ul. Sielawy,6,,,,,1/1,True,2013-12-12,45.9,Naramowice,0,2013,2013.9166666666667,7846.19021582621,4.625762156314898,15.299999999999999,2.67,4025.0,0,0,1,0,0,0,15
4.0,0.0,116.3,5814485.969,6424776.474,Poznań,ul. Janiny Omańkowskiej,117C,,,,,1/1,True,2013-12-12,77.6,Podolany,1,2013,2013.9166666666667,9081.919849333233,6.418512487629485,19.4,2.67,4025.0,0,0,1,0,0,0,23
2.0,0.0,42.5,5808311.215,6427283.299,Poznań,ul. Strzałowa,6,,,,,1/1,True,2013-12-17,42.5,Stare Miasto,0,2013,2013.9166666666667,5829.448772075569,0.26230621485331557,21.25,2.67,4025.0,0,0,1,0,0,0,26
3.0,1.0,81.5,5807769.651,6425479.943,Poznań,ul. Antoniego Małeckiego,5,,,,,1/1,True,2013-12-17,63.0,Łazarz,1,2013,2013.9166666666667,5420.828461919339,1.965991447287971,21.0,2.67,4025.0,0,0,1,0,0,0,38
1.0,3.0,31.7,5813762.103,6428542.208,Poznań,ul. Naramowicka,176D,,,,,1/1,True,2013-12-13,31.7,Naramowice,0,2013,2013.9166666666667,7279.292730778824,5.341443059544986,31.7,2.67,4025.0,0,0,1,0,0,0,15
3.0,2.0,47.65,5811220.49,6428990.263,Poznań,ul. Serbska,6A,,,,,1/1,True,2013-12-16,47.65,Stare Winogrady,0,2013,2013.9166666666667,8437.628351916232,3.1547328910072427,15.883333333333333,2.67,4025.0,0,0,1,0,0,0,27
2.0,1.0,37.6,5809683.454,6425720.193,Poznań,ul. Mylna,46,,,,,1/1,True,2013-12-16,30.5,Jeżyce,1,2013,2013.9166666666667,8270.600801624327,1.9097333673792076,15.25,2.67,4025.0,0,0,1,0,0,0,8
2.0,15.0,34.0,5812036.574,6426809.013,Poznań,os. Zwycięstwa,17,,,,,1/1,True,2013-12-18,32.0,Nowe Winogrady Północ,1,2013,2013.9166666666667,7131.007441169744,3.4943083901592145,16.0,2.67,4025.0,0,0,1,0,0,0,17
1.0,4.0,29.0,5809598.107,6424186.064,Poznań,ul. Szamotulska,86,,,,,1/1,True,2013-12-27,29.0,Ogrody,0,2013,2013.9166666666667,9635.140244226537,3.2536696668823075,29.0,2.67,4025.0,0,0,1,0,0,0,19
3.0,3.0,79.2,5809618.31,6425814.582,Poznań,ul. Mylna,31b,,,,,1/1,True,2013-12-13,61.9,Jeżyce,1,2013,2013.9166666666667,8777.299719879675,1.7950627586934906,20.633333333333333,2.67,4025.0,0,0,1,0,0,0,8
