liczba_izb,nr_kondygnacji,calkowita_powierzchnia,wsp_x,wsp_y,adres_miejscowosc,adres_ulica,adres_numer,bud_id,dzialka_id,dzialka_mpzp,dzialka_sposob_uzytkowania,n_udzial_str,is_market_transaction,data_dokumentu,powierzchnia_final,osiedle,ma_pomieszczenia_przynalezne,rok,rok_miesiac_float,cena_za_m2,odl_do_centrum,metry_na_izbe,wibor_3m,srednie_wynagrodzenie,is_pierwotny,is_uzytkowanie_wieczyste,sprzedajacy_firma,sprzedajacy_jst,sprzedajacy_osoba,is_wielorodzinny,osiedle_cat
3.0,1.0,53.5,5809033.518,6424320.642,Poznań,ul. Bukowska,76,,,,,1/1,True,2020-09-10,53.5,Stary Grunwald,0,2020,2020.6666666666667,11420.065377707904,2.9891373178231793,17.833333333333332,0.23,5168.0,0,0,1,0,0,0,29
3.0,1.0,44.7,5804324.731,6425540.189,Poznań,ul. Jaworowa,70,,,,,1/1,True,2020-07-14,44.7,Zielony Dębiec,0,2020,2020.5,10211.032268566436,4.5888424962606615,14.9,0.25,5168.0,0,0,1,0,0,0,36
2.0,0.0,46.16,5812681.008,6424869.965,Poznań,ul. Jasielska,12D,,,,,1/1,True,2020-07-14,46.16,Podolany,0,2020,2020.5,10744.513034409401,4.759501603161835,23.08,0.25,5168.0,0,0,1,0,0,0,23
2.0,4.0,59.63,5809334.675,6427829.159,Poznań,ul. Garbary,100,,,,,1/1,True,2020-10-28,59.63,Stare Miasto,0,2020,2020.75,14375.84700487936,0.9421440135908921,29.815,0.23,5457.0,0,0,1,0,0,0,26
3.0,3.0,66.3,5806019.675,6429468.382,Poznań,os. Stare Żegrze,94,,,,,1/1,True,2020-07-08,63.9,Żegrze,1,2020,2020.5,12576.053952625294,3.3668943590733758,21.3,0.25,5168.0,0,0,1,0,0,0,40
5.0,0.0,68.30000000000001,5812571.065,6427520.651,Poznań,os. Wichrowe Wzgórze,32,,,,,1/1,True,2020-11-06,64.9,Nowe Winogrady Północ,1,2020,2020.8333333333333,9746.336952460582,4.005296073154491,12.98,0.23,5457.0,0,0,1,0,0,0,17
3.0,10.0,50.199999999999996,5806878.525,6422843.819,Poznań,ul. Jugosłowiańska,50b,,,,,1/1,True,2020-12-28,49.3,Grunwald Południe,1,2020,2020.9166666666667,9010.419319488281,4.743446672025193,16.433333333333334,0.23,5457.0,0,0,1,0,0,0,3
5.0,1.0,79.12,5814087.024,6425682.446,Poznań,os. Władysława Jagiełły,5,,,,,1/1,True,2020-11-06,79.12,Piątkowo,0,2020,2020.8333333333333,10538.4116062058,5.738814256780911,15.824000000000002,0.23,5457.0,0,0,1,0,0,0,21
3.0,1.0,59.33,5807954.887,6425491.922,Poznań,ul. Głogowska,26a,,,,,1/1,True,2020-04-03,53.9,Łazarz,1,2020,2020.25,10641.86076984576,1.8864889148998985,17.966666666666665,0.64,5024.0,0,0,1,0,0,0,38
2.0,4.0,44.620000000000005,5805516.787,6425663.046,Poznań,ul. 28 Czerwca 1956 r.,257,,,,,1/1,True,2020-09-25,42.06,Wilda,1,2020,2020.6666666666667,10253.813840855464,3.4551841818435096,21.03,0.23,5168.0,0,0,1,0,0,0,33
3.0,0.0,47.5,5807837.62,6428596.96,Poznań,ul. Kórnicka,26b,,,,,1/1,True,2020-07-06,47.5,Rataje,0,2020,2020.5,8474.183497613098,1.5136535584687136,15.833333333333334,0.25,5168.0,0,0,1,0,0,0,24
3.0,1.0,109.5,5806118.54,6419092.675,Poznań,ul. Hiacyntowa,35A,,,,,1/1,True,2020-12-18,109.5,Kwiatowe,0,2020,2020.9166666666667,8351.38246277978,8.541817719239514,36.5,0.23,5457.0,0,0,1,0,0,0,13
1.0,4.0,33.87,5806758.259,6422289.206,Poznań,ul. Smardzewska,6B,,,,,-/-,True,2020-09-10,33.87,Grunwald Południe,0,2020,2020.6666666666667,12563.480110552971,5.305114928667968,33.87,0.23,5168.0,0,0,1,0,0,0,3
5.0,1.0,61.2,5805711.761,6428511.187,Poznań,os. Armii Krajowej,61,,,,,1/1,True,2020-10-28,61.2,Rataje,0,2020,2020.75,8409.400698932697,3.117534771993909,12.24,0.23,5457.0,0,0,1,0,0,0,24
4.0,1.0,63.3,5809808.205,6423921.989,Poznań,ul. Szpitalna,5,,,,,1/1,True,2020-11-05,63.3,Ogrody,0,2020,2020.8333333333333,8925.288898763965,3.572367367031164,15.825,0.23,5457.0,0,0,1,0,0,0,19
2.0,9.0,29.8,5806633.346,6428785.58,Poznań,os. Powstań Narodowych,37,,,,,1/1,True,2020-10-30,29.8,Rataje,0,2020,2020.75,9286.411236373411,2.459285846115301,14.9,0.23,5457.0,0,0,1,0,0,0,24
2.0,5.0,43.39,5810530.77,6429870.523,Poznań,ul. Smolna,13C,,,,,1/1,True,2020-10-30,43.39,Główna,0,2020,2020.75,12258.731025133357,3.251555133696064,21.695,0.23,5457.0,0,0,1,0,0,0,7
4.0,11.0,64.14,5805953.245,6429272.818,Poznań,os. Stare Żegrze,78,,,,,1/1,True,2020-09-24,64.14,Żegrze,0,2020,2020.6666666666667,8068.763520044543,3.295404725194012,16.035,0.23,5168.0,0,0,1,0,0,0,40
3.0,4.0,54.11,5810273.72,6424390.995,Poznań,ul. Zofii Nałkowskiej,55,,,,,1/1,True,2020-12-28,54.11,Ogrody,0,2020,2020.9166666666667,13283.90963304321,3.347206349204125,18.036666666666665,0.23,5457.0,0,0,1,0,0,0,19
3.0,2.0,46.79,5813162.795,6426835.716,Poznań,os. Bolesława Śmiałego,41,,,,,1/1,True,2020-12-08,46.79,Piątkowo,0,2020,2020.9166666666667,10446.22351284245,4.610327765599612,15.596666666666666,0.23,5457.0,0,0,1,0,0,0,21
2.0,3.0,30.14,5807097.493,6426363.897,Poznań,ul. Władysława Sikorskiego,5,,,,,1/1,True,2020-07-02,24.36,Wilda,1,2020,2020.5,9914.377244744386,1.7339968043602527,12.18,0.25,5168.0,0,0,1,0,0,0,33
4.0,1.0,52.699999999999996,5812490.603,6427791.445,Poznań,os. Wichrowe Wzgórze,10,,,,,1/1,True,2020-12-21,47.3,Nowe Winogrady Północ,1,2020,2020.9166666666667,10835.072848286454,3.9512500263177697,11.825,0.23,5457.0,0,0,1,0,0,0,17
3.0,0.0,53.66,5806455.742,6429584.731,Poznań,ul. Milczańska,50A,,,,,1/1,True,2020-10-28,53.66,Żegrze,0,2020,2020.75,10314.38892448482,3.1341834880846977,17.886666666666667,0.23,5457.0,0,0,1,0,0,0,40
3.0,3.0,49.23,5814277.499,6428323.477,Poznań,ul. Błażeja,4F,,,,,1/1,True,2020-11-13,49.23,Naramowice,0,2020,2020.8333333333333,10074.481447660735,5.799851324261821,16.41,0.23,5457.0,0,0,1,0,0,0,15
2.0,1.0,34.12,5809674.487,6429228.016,Poznań,ul. Zawady,8,,,,,1/1,True,2020-02-14,34.12,Ostrów Tumski-Śródka-Zawady-Komandoria,0,2020,2020.0833333333333,9100.770671318705,2.242783375147818,17.06,1.71,5331.0,0,0,1,0,0,0,20
4.0,1.0,87.2,5806771.868,6426125.52,Poznań,ul. Antoniego Kosińskiego,8,,,,,1/1,True,2020-11-18,81.7,Wilda,1,2020,2020.8333333333333,7126.337866555864,2.1365217917459485,20.425,0.23,5457.0,0,0,1,0,0,0,33
4.0,4.0,65.2,5807956.417,6427530.425,Poznań,ul. Strzelecka,50,,,,,1/1,True,2020-07-27,61.5,Stare Miasto,1,2020,2020.5,12739.571736031303,0.6680557230108908,15.375,0.25,5168.0,0,0,1,0,0,0,26
2.0,3.0,46.2,5812635.561,6424844.404,Poznań,ul. Jasielska,12,,,,,1/1,True,2020-06-01,46.2,Podolany,0,2020,2020.4166666666667,10735.2104257216,4.733404750651597,23.1,0.26,5024.0,0,0,1,0,0,0,23
2.0,4.0,45.6,5806368.145,6423146.187,Poznań,ul. Rembertowska,17,,,,,1/1,True,2020-07-02,45.6,Grunwald Południe,0,2020,2020.5,11885.294563244559,4.680068628646699,22.8,0.25,5168.0,0,0,1,0,0,0,3
2.0,7.0,25.11,5806600.901,6427967.168,Poznań,os. Piastowskie,100,,,,,1/1,True,2020-09-16,25.11,Rataje,0,2020,2020.6666666666667,9160.237040146149,2.0906643102513294,12.555,0.23,5168.0,0,0,1,0,0,0,24
5.0,2.0,114.2,5808837.075,6427673.621,Poznań,ul. Woźna,10,,,,,1/1,True,2020-11-06,103.8,Stare Miasto,1,2020,2020.8333333333333,8725.22506076493,0.4786683937982532,20.759999999999998,0.23,5457.0,0,0,1,0,0,0,26
2.0,1.0,36.2,5806797.235,6426080.035,Poznań,ul. Antoniego Kosińskiego,10,,,,,1/1,True,2020-12-09,33.0,Wilda,1,2020,2020.9166666666667,12197.688367776427,2.140217618855748,16.5,0.23,5457.0,0,0,1,0,0,0,33
3.0,1.0,54.5,5807783.624,6428279.207,Poznań,ul. św. Rocha,19p,,,,,1/1,True,2020-07-13,54.5,Rataje,0,2020,2020.5,10841.235080743885,1.2782131656023052,18.166666666666668,0.25,5168.0,0,0,1,0,0,0,24
2.0,0.0,44.8,5805978.243,6420787.691,Poznań,ul. Żmigrodzka,17g,,,,,1/1,True,2020-09-29,44.8,Junikowo,0,2020,2020.6666666666667,10749.796309452202,6.986327018805739,22.4,0.23,5168.0,0,0,1,0,0,0,9
3.0,6.0,54.62,5805827.601,6426267.439,Poznań,ul. Rolna,35,,,,,1/1,True,2020-10-30,54.62,Wilda,0,2020,2020.75,13159.874592529624,2.924493812288819,18.206666666666667,0.23,5457.0,0,0,1,0,0,0,33
5.0,6.0,114.1,5807616.257,6429384.786,Poznań,ul. Katowicka,53A,,,,,1/1,True,2020-12-28,85.8,Rataje,1,2020,2020.9166666666667,10890.793185514667,2.3175076476480556,17.16,0.23,5457.0,0,0,1,0,0,0,24
2.0,3.0,39.44,5807315.975,6430889.411,Poznań,ul. abpa Walentego Dymka,194A,,,,,1/1,True,2020-12-01,39.44,Chartowo,0,2020,2020.9166666666667,13267.769548113813,3.8276816972073635,19.72,0.23,5457.0,0,0,1,0,0,0,1
2.0,5.0,31.3,5806777.419,6429384.305,Poznań,os. Oświecenia,99,,,,,1/1,True,2020-10-08,31.3,Rataje,0,2020,2020.75,9415.490849841113,2.7709514624180955,15.65,0.23,5457.0,0,0,1,0,0,0,24
5.0,1.0,143.14,5816583.39,6425759.672,Poznań,ul. Szklarniowa,2A,,,,,1/1,True,2020-12-09,143.14,Morasko-Radojewo,0,2020,2020.9166666666667,7020.201939646971,8.15194415795066,28.627999999999997,0.23,5457.0,0,0,1,0,0,0,14
5.0,1.0,142.77,5816583.39,6425759.672,Poznań,ul. Szklarniowa,2A,,,,,1/1,True,2020-12-09,142.77,Morasko-Radojewo,0,2020,2020.9166666666667,7038.395360657472,8.15194415795066,28.554000000000002,0.23,5457.0,0,0,1,0,0,0,14
5.0,1.0,94.1,5807864.781,6428955.5,Poznań,ul. Polanka,8e,,,,,1/1,True,2020-11-05,94.1,Rataje,0,2020,2020.8333333333333,9242.707160416592,1.8245631787527752,18.82,0.23,5457.0,0,0,1,0,0,0,24
6.0,1.0,147.1,5816556.45,6425797.321,Poznań,ul. Szklarniowa,2C,,,,,1/1,True,2020-12-17,117.98,Morasko-Radojewo,1,2020,2020.9166666666667,9126.55484544384,8.118541704943642,19.663333333333334,0.23,5457.0,0,0,1,0,0,0,14
6.0,1.0,149.31,5816541.955,6426148.13,Poznań,ul. Szklarniowa,9,,,,,1/1,True,2020-12-16,140.95,Morasko-Radojewo,1,2020,2020.9166666666667,10709.215576533048,8.047757346271945,23.491666666666664,0.23,5457.0,0,0,1,0,0,0,14
3.0,1.0,103.61,5809274.4,6427769.942,Poznań,ul. Garbary,95,,,,,1/1,True,2020-06-02,103.61,Stare Miasto,0,2020,2020.4166666666667,8324.976549490992,0.8586422806364363,34.53666666666667,0.26,5024.0,0,0,1,0,0,0,26
2.0,1.0,28.95,5806824.351,6426055.714,Poznań,ul. Jana Umińskiego,5,,,,,1/1,True,2020-06-29,28.95,Wilda,0,2020,2020.4166666666667,9385.267992822795,2.131576739514618,14.475,0.26,5024.0,0,0,1,0,0,0,33
2.0,4.0,30.1,5806578.852,6431266.635,Poznań,os. Rusa,129,,,,,1/1,True,2020-05-27,30.1,Chartowo,0,2020,2020.3333333333333,10746.065036869953,4.462960948617518,15.05,0.27,5024.0,0,0,1,0,0,0,1
3.0,4.0,41.49,5806824.351,6426055.714,Poznań,ul. Jana Umińskiego,5,,,,,1/1,True,2020-07-01,41.49,Wilda,0,2020,2020.5,9424.512859308716,2.131576739514618,13.83,0.25,5168.0,0,0,1,0,0,0,33
2.0,2.0,47.13,5808385.48,6422287.274,Poznań,ul. Wałbrzyska,7B,,,,,1/1,True,2020-01-16,47.13,Ławica,0,2020,2020.0,12475.538775717501,4.990412025645275,23.565,1.71,5331.0,0,0,1,0,0,0,37
3.0,2.0,35.03,5806824.351,6426055.714,Poznań,ul. Jana Umińskiego,5,,,,,1/1,True,2020-09-17,35.03,Wilda,0,2020,2020.6666666666667,10494.368313561932,2.131576739514618,11.676666666666668,0.23,5168.0,0,0,1,0,0,0,33
3.0,3.0,43.07,5806824.351,6426055.714,Poznań,ul. Jana Umińskiego,5,,,,,1/1,True,2020-09-25,43.07,Wilda,0,2020,2020.6666666666667,10350.609843513139,2.131576739514618,14.356666666666667,0.23,5168.0,0,0,1,0,0,0,33
3.0,4.0,36.39,5806824.351,6426055.714,Poznań,ul. Jana Umińskiego,5,,,,,1/1,True,2020-11-17,36.39,Wilda,0,2020,2020.8333333333333,10206.851373464346,2.131576739514618,12.13,0.23,5457.0,0,0,1,0,0,0,33
3.0,3.0,39.35,5806824.351,6426055.714,Poznań,ul. Jana Umińskiego,5,,,,,1/1,True,2020-12-02,39.35,Wilda,0,2020,2020.9166666666667,10265.852626101907,2.131576739514618,13.116666666666667,0.23,5457.0,0,0,1,0,0,0,33
3.0,2.0,37.99,5806824.351,6426055.714,Poznań,ul. Jana Umińskiego,5,,,,,1/1,True,2020-12-03,37.99,Wilda,0,2020,2020.9166666666667,10444.153128051337,2.131576739514618,12.663333333333334,0.23,5457.0,0,0,1,0,0,0,33
3.0,2.0,51.9,5808682.661,6431650.474,Poznań,ul. Mogileńska,10A,,,,,1/1,True,2020-12-21,51.9,Warszawskie-Pomet-Maltańskie,0,2020,2020.9166666666667,11356.642142582925,4.377690631073757,17.3,0.23,5457.0,0,0,1,0,0,0,32
3.0,1.0,36.8,5803996.008,6425409.879,Poznań,ul. Bukowa,10a,,,,,1/1,True,2020-05-18,36.8,Zielony Dębiec,0,2020,2020.3333333333333,9063.03398133699,4.942435080425104,12.266666666666666,0.27,5024.0,0,0,1,0,0,0,36
2.0,2.0,32.6,5814850.202,6426887.909,Poznań,os. Stefana Batorego,52,,,,,1/1,True,2020-12-04,29.6,Piątkowo,1,2020,2020.9166666666667,13113.1036868832,6.288712643518698,14.8,0.23,5457.0,0,0,1,0,0,0,21
4.0,2.0,64.97,5807126.747,6422653.108,Poznań,ul. Jana Keplera,4d,,,,,1/1,True,2020-09-18,63.1,Grunwald Południe,1,2020,2020.6666666666667,7290.445390747061,4.842179747591095,15.775,0.23,5168.0,0,0,1,0,0,0,3
2.0,0.0,45.67,5808644.099,6434792.545,Poznań,ul. Świętowidzka,6,,,,,1/1,True,2020-10-20,45.67,Antoninek-Zieliniec-Kobylepole,0,2020,2020.75,6925.085047237704,7.518729720174307,22.835,0.23,5457.0,0,0,1,0,0,0,0
3.0,5.0,61.96,5806500.801,6426172.564,Poznań,ul. 28 Czerwca 1956 r.,166a,,,,,1/1,True,2020-10-19,61.96,Wilda,0,2020,2020.75,10324.809420870424,2.347124753516804,20.653333333333332,0.23,5457.0,0,0,1,0,0,0,33
2.0,1.0,60.36,5806112.485,6419208.74,Poznań,ul. Szarotkowa,89K,,,,,1/1,True,2020-11-19,60.36,Kwiatowe,0,2020,2020.8333333333333,11667.871848393637,8.432480076916733,30.18,0.23,5457.0,0,0,1,0,0,0,13
4.0,1.0,74.5,5798086.695,6429698.668,Poznań,ul. Aleksandra Gabszewicza,36,,,,,1/1,True,2020-12-03,69.5,Głuszyna,1,2020,2020.9166666666667,8584.138859028684,10.763292815075483,17.375,0.23,5457.0,0,0,1,0,0,0,6
3.0,8.0,43.9,5806900.755,6429889.409,Poznań,os. Lecha,17,,,,,1/1,True,2020-10-13,41.3,Chartowo,1,2020,2020.75,10581.737262671491,3.104384404008537,13.766666666666666,0.23,5457.0,0,0,1,0,0,0,1
2.0,0.0,39.1,5804552.957,6425006.937,Poznań,ul. Opolska,36,,,,,1/1,True,2020-12-29,36.7,Świerczewo,1,2020,2020.9166666666667,10576.23621612378,4.615614650657196,18.35,0.23,5457.0,0,0,1,0,0,0,39
4.0,1.0,49.9,5810620.502,6426369.999,Poznań,ul. Piątkowska,39,,,,,1/1,True,2020-10-24,47.1,Winiary,1,2020,2020.75,10682.688857129036,2.237916338581591,11.775,0.23,5457.0,0,0,1,0,0,0,34
1.0,6.0,40.4,5808743.402,6425796.932,Poznań,ul. Bukowska,11a,,,,,1/1,True,2020-09-09,40.4,Jeżyce,0,2020,2020.6666666666667,17080.214263223002,1.4869704071390144,40.4,0.23,5168.0,0,0,1,0,0,0,8
3.0,1.0,49.22,5803922.765,6425198.028,Poznań,ul. 28 Czerwca 1956 r.,382B,,,,,1/1,True,2020-12-04,49.22,Zielony Dębiec,0,2020,2020.9166666666667,14603.664165866885,5.092967959875152,16.406666666666666,0.23,5457.0,0,0,1,0,0,0,36
2.0,2.0,43.4,5809856.112,6425557.329,Poznań,ul. św. Wawrzyńca,1c,,,,,1/1,True,2020-12-17,39.3,Jeżyce,1,2020,2020.9166666666667,12144.48143923651,2.143109039819056,19.65,0.23,5457.0,0,0,1,0,0,0,8
1.0,1.0,59.54,5810429.65,6425703.255,Poznań,ul. Śląska,20,,,,,1/1,True,2020-12-10,59.54,Sołacz,0,2020,2020.9166666666667,16177.05323021359,2.4317713262035725,59.54,0.23,5457.0,0,0,1,0,0,0,25
4.0,3.0,75.53,5807078.345,6421385.967,Poznań,ul. Kamiennogórska,7,,,,,1/1,True,2020-11-12,75.53,Junikowo,0,2020,2020.8333333333333,11971.941964873717,6.075010325060692,18.8825,0.23,5457.0,0,0,1,0,0,0,9
3.0,5.0,48.0,5807025.489,6429814.428,Poznań,ul. Inflancka,20,,,,,1/1,True,2020-11-20,48.0,Rataje,0,2020,2020.8333333333333,13327.608160773574,2.9747153941134985,16.0,0.23,5457.0,0,0,1,0,0,0,24
1.0,3.0,25.47,5808506.985,6427184.241,Poznań,ul. Romana Szymańskiego,8,,,,,1/1,True,2020-04-24,25.47,Stare Miasto,0,2020,2020.25,15803.83651890939,0.11175473927307018,25.47,0.64,5024.0,0,0,1,0,0,0,26
5.0,1.0,88.63,5812637.525,6420454.082,Poznań,ul. Polanowska,36,,,,,1/1,True,2020-03-17,88.63,Krzyżowniki-Smochowice,0,2020,2020.1666666666667,8353.335447944117,7.939189216683767,17.726,1.2,5331.0,0,0,1,0,0,0,12
2.0,4.0,40.59,5808506.985,6427184.241,Poznań,ul. Romana Szymańskiego,8,,,,,1/1,True,2020-07-31,40.59,Stare Miasto,0,2020,2020.5,15760.660057086265,0.11175473927307018,20.295,0.25,5168.0,0,0,1,0,0,0,26
1.0,3.0,27.2,5808506.985,6427184.241,Poznań,ul. Romana Szymańskiego,8,,,,,1/1,True,2020-11-19,27.2,Stare Miasto,0,2020,2020.8333333333333,15802.861229628415,0.11175473927307018,27.2,0.23,5457.0,0,0,1,0,0,0,26
1.0,5.0,28.13,5808506.985,6427184.241,Poznań,ul. Romana Szymańskiego,8,,,,,1/1,True,2020-11-26,28.13,Stare Miasto,0,2020,2020.8333333333333,11907.473701162073,0.11175473927307018,28.13,0.23,5457.0,0,0,1,0,0,0,26
1.0,4.0,25.48,5808506.985,6427184.241,Poznań,ul. Romana Szymańskiego,8,,,,,1/1,True,2020-11-26,25.48,Stare Miasto,0,2020,2020.8333333333333,13145.8883521856,0.11175473927307018,25.48,0.23,5457.0,0,0,1,0,0,0,26
3.0,4.0,65.0,5807792.493,6425424.915,Poznań,ul. Głogowska,43a,,,,,1/1,True,2020-08-07,57.85,Łazarz,1,2020,2020.5833333333333,9915.234148568477,2.007341158396165,19.283333333333335,0.24,5168.0,0,0,1,0,0,0,38
3.0,2.0,55.0,5808600.095,6422447.228,Poznań,ul. Marcelińska,98D,,,,,1/1,True,2020-09-17,50.52,Ławica,1,2020,2020.6666666666667,12805.089374892543,4.8269940718883175,16.84,0.23,5168.0,0,0,1,0,0,0,37
1.0,5.0,29.28,5808506.985,6427184.241,Poznań,ul. Romana Szymańskiego,8,,,,,1/1,True,2020-07-28,29.28,Stare Miasto,0,2020,2020.5,10801.524388912088,0.11175473927307018,29.28,0.25,5168.0,0,0,1,0,0,0,26
3.0,4.0,46.02,5813107.865,6426753.412,Poznań,os. Bolesława Śmiałego,39,,,,,1/1,True,2020-08-04,46.02,Piątkowo,0,2020,2020.5833333333333,11558.156001315434,4.564305820345004,15.340000000000002,0.24,5168.0,0,0,1,0,0,0,21
3.0,2.0,56.21,5813303.577,6424719.157,Poznań,ul. Strzeszyńska,69,,,,,1/1,True,2020-10-26,56.21,Podolany,0,2020,2020.75,11892.490406100165,5.376143365737613,18.736666666666668,0.23,5457.0,0,0,1,0,0,0,23
2.0,3.0,41.5,5807947.592,6429022.316,Poznań,ul. Polanka,7b,,,,,1/1,True,2020-10-07,41.5,Rataje,0,2020,2020.75,6235.30713464647,1.856792592318744,20.75,0.23,5457.0,0,0,1,0,0,0,24
2.0,6.0,49.7,5808937.85,6427932.317,Poznań,ul. Wenecjańska,8,,,,,1/1,True,2020-10-15,49.7,Stare Miasto,0,2020,2020.75,16632.016152526423,0.7523551103427881,24.85,0.23,5457.0,0,0,1,0,0,0,26
4.0,2.0,70.17,5810613.495,6429749.017,Poznań,ul. Smolna,13A,,,,,1/1,True,2020-10-26,70.17,Główna,0,2020,2020.75,11267.943355684265,3.207354186702674,17.5425,0.23,5457.0,0,0,1,0,0,0,7
1.0,2.0,33.81,5807413.795,6427552.953,Poznań,ul. Bielniki,1,,,,,1/1,True,2020-10-21,33.81,Wilda,0,2020,2020.75,14839.309685604543,1.1926134216935498,33.81,0.23,5457.0,0,0,1,0,0,0,33
2.0,2.0,56.8,5811218.018,6428555.583,Poznań,ul. Wilczak,9,,,,,1/1,True,2020-12-22,56.8,Stare Winogrady,0,2020,2020.9166666666667,10098.526329131804,2.9387554038833863,28.4,0.23,5457.0,0,0,1,0,0,0,27
1.0,1.0,31.4,5807947.592,6429022.316,Poznań,ul. Polanka,7e,,,,,1/1,True,2020-08-27,31.4,Rataje,0,2020,2020.5833333333333,13048.141389779037,1.856792592318744,31.4,0.24,5168.0,0,0,1,0,0,0,24
2.0,4.0,42.7,5806607.726,6432055.168,Poznań,os. Przemysława,23,,,,,1/1,True,2020-08-21,42.7,Antoninek-Zieliniec-Kobylepole,0,2020,2020.5833333333333,10268.462146342401,5.169320548055574,21.35,0.24,5168.0,0,0,1,0,0,0,0
3.0,2.0,46.22,5812954.711,6428884.917,Poznań,ul. Karpia,19,,,,,1/1,True,2020-08-26,46.22,Naramowice,0,2020,2020.5833333333333,11819.173219070008,4.668061663584518,15.406666666666666,0.24,5168.0,0,0,1,0,0,0,15
1.0,2.0,27.94,5814124.604,6427989.438,Poznań,ul. Błażeja,17A,,,,,1/1,True,2020-09-01,27.94,Naramowice,0,2020,2020.6666666666667,14663.981375771717,5.597136101054754,27.94,0.23,5168.0,0,0,1,0,0,0,15
2.0,5.0,36.05,5811833.105,6428737.562,Poznań,ul. Hawelańska,6E,,,,,1/1,True,2020-08-21,36.05,Stare Winogrady,0,2020,2020.5833333333333,11923.37934662671,3.5731649575540643,18.025,0.24,5168.0,0,0,1,0,0,0,27
2.0,1.0,24.4,5810384.849,6429936.693,Poznań,ul. Krótka,3,,,,,1/1,True,2020-11-10,24.4,Główna,0,2020,2020.8333333333333,7659.262748501299,3.220346636281575,12.2,0.23,5457.0,0,0,1,0,0,0,7
4.0,7.0,75.36,5810282.87,6424333.877,Poznań,ul. Zofii Nałkowskiej,59,,,,,1/1,True,2020-09-01,75.36,Ogrody,0,2020,2020.6666666666667,13639.504522941537,3.4011193691548587,18.84,0.23,5168.0,0,0,1,0,0,0,19
2.0,3.0,55.61,5812635.561,6424844.404,Poznań,ul. Jasielska,12A,,,,,1/1,True,2020-10-19,55.61,Podolany,0,2020,2020.75,10986.755937913556,4.733404750651597,27.805,0.23,5457.0,0,0,1,0,0,0,23
6.0,1.0,141.77,5814153.545,6422299.762,Poznań,ul. Emilii Waśniowskiej,14,,,,,1/1,True,2020-09-09,124.2,,1,2020,2020.6666666666667,9028.30971320926,7.475490880368886,20.7,0.23,5168.0,0,0,1,0,0,0,-1
4.0,1.0,103.58,5812424.305,6419003.551,Poznań,ul. Łebska,110,,,,,1/1,True,2020-09-09,103.58,Krzyżowniki-Smochowice,0,2020,2020.6666666666667,8319.060334740963,9.123186994488561,25.895,0.23,5168.0,0,0,1,0,0,0,12
4.0,4.0,47.2,5805955.346,6428579.615,Poznań,os. Bohaterów II Wojny Światowej,44,,,,,1/1,True,2020-09-09,47.2,Rataje,0,2020,2020.6666666666667,10355.483011989369,2.925448574972145,11.8,0.23,5168.0,0,0,1,0,0,0,24
3.0,5.0,50.72,5806423.095,6429180.655,Poznań,ul. Morzyczańska,3,,,,,1/1,True,2020-09-11,50.72,Żegrze,0,2020,2020.6666666666667,9920.241426868644,2.873745811517955,16.906666666666666,0.23,5168.0,0,0,1,0,0,0,40
3.0,1.0,65.8,5807817.77,6429491.529,Poznań,ul. Katowicka,25,,,,,1/1,True,2020-09-10,49.0,Rataje,1,2020,2020.6666666666667,10855.23141184768,2.3425833802511407,16.333333333333332,0.23,5168.0,0,0,1,0,0,0,24
5.0,0.0,95.2,5809168.331,6424012.652,Poznań,ul. Bukowska,65,,,,,1/1,True,2020-07-15,95.2,Ogrody,0,2020,2020.5,6523.49359885282,3.3153197562785466,19.04,0.25,5168.0,0,0,1,0,0,0,19
4.0,2.0,50.699999999999996,5812490.603,6427791.445,Poznań,os. Wichrowe Wzgórze,10,,,,,1/1,True,2020-08-21,47.3,Nowe Winogrady Północ,1,2020,2020.5833333333333,10637.51892538642,3.9512500263177697,11.825,0.24,5168.0,0,0,1,0,0,0,17
4.0,1.0,99.24,5812424.305,6419003.551,Poznań,ul. Łebska,110,,,,,1/1,True,2020-09-09,99.24,Krzyżowniki-Smochowice,0,2020,2020.6666666666667,7518.2029378601255,9.123186994488561,24.81,0.23,5168.0,0,0,1,0,0,0,12
1.0,4.0,22.92,5807485.796,6426629.309,Poznań,ul. Wierzbięcice,30A,,,,,1/1,True,2020-09-15,22.92,Wilda,0,2020,2020.6666666666667,16307.679848466987,1.2643639514671243,22.92,0.23,5168.0,0,0,1,0,0,0,33
2.0,3.0,47.25,5804595.054,6425648.392,Poznań,ul. Czechosłowacka,32,,,,,1/1,True,2020-09-15,36.9,Zielony Dębiec,1,2020,2020.6666666666667,11298.09114204611,4.297675373931889,18.45,0.23,5168.0,0,0,1,0,0,0,36
4.0,3.0,70.1,5810613.495,6429749.017,Poznań,ul. Smolna,13A,,,,,1/1,True,2020-09-17,70.1,Główna,0,2020,2020.6666666666667,10356.35197926402,3.207354186702674,17.525,0.23,5168.0,0,0,1,0,0,0,7
3.0,1.0,67.54,5809319.614,6427962.757,Poznań,ul. Szyperska,13C,,,,,1/1,True,2020-12-22,67.54,Stare Miasto,0,2020,2020.9166666666667,15325.155231733994,1.0154186455138308,22.513333333333335,0.23,5457.0,0,0,1,0,0,0,26
